Element, float4.x, float4.y, float4.z, float4.w
44, -280.00003,  330.99957,  289.00049,  1.00
45,  5.96046E-8,  0.00,  1.00,  0.00
46,  1.56686E-6,  1.00,  1.70530E-13,  0.00
47, -1.00,  1.56686E-6,  5.96046E-8,  0.00
48,  288.99997, -331.00,  279.99997,  1.00
49,  5.96047E-8,  1.56686E-6, -1.00,  0.00
50, -2.63923E-13,  1.00,  1.56686E-6,  0.00
51,  1.00, -9.33923E-14,  5.96047E-8,  0.00
52, -280.00003,  330.99957,  289.00049,  1.00
53,  288.99997, -331.00,  279.99997,  0.00
54,  10.00016,  75.00002,  874.99988,  1.00
55,  1.00,  0.00,  0.00,  0.00
56, -1.00,  1.56686E-6,  5.96047E-8,  1.00
57,  1.00,  1.00,  1.00,  0.00
58, -900.00, -150.00, -19.99998,  1.40130E-45
59,  850.00,  0.00,  0.00,  1.40130E-45
60, -900.00, -150.00, -19.99998,  0.00
61,  850.00,  0.00,  0.00,  0.00
62,  0.00,  0.00,  0.00,  0.00
63,  0.00,  0.00,  0.00,  0.00
64,  0.00,  0.00,  0.00,  0.00
65,  0.00,  0.00,  0.00,  0.00
66,  0.00,  0.00,  0.00,  0.00
67,  0.00,  0.00,  0.00,  0.00
68,  0.00,  0.00,  0.00,  0.00
69,  0.00,  0.00,  0.00,  0.00
70,  5.96046E-8,  0.00,  1.00,  0.00
71,  4.34264E-6,  1.00,  2.27374E-13,  0.00
72, -1.00,  4.34264E-6,  5.96046E-8,  0.00
73, -503.00, -331.00,  279.99997,  1.00
74,  1.00,  1.00,  1.00,  1.00
75, -493.00034, -406.00006,  254.99997,  878.16968
76,  5.96047E-8,  4.34264E-6, -1.00,  0.00
77, -4.86215E-13,  1.00,  4.34264E-6,  0.00
78,  1.00, -2.58842E-13,  5.96047E-8,  0.00
79, -279.99997,  331.00223, -502.99863,  1.00
80,  5.96046E-8,  0.00,  1.00,  0.00
81,  4.34264E-6,  1.00,  2.27374E-13,  0.00
82, -1.00,  4.34264E-6,  5.96046E-8,  0.00
83, -503.00, -331.00,  279.99997,  1.00
84,  5.96047E-8,  4.34264E-6, -1.00,  0.00
85, -4.86215E-13,  1.00,  4.34264E-6,  0.00
86,  1.00, -2.58842E-13,  5.96047E-8,  0.00
87, -279.99997,  331.00223, -502.99863,  1.00
88, -503.00, -331.00,  279.99997,  0.00
89,  10.00037,  75.00005,  874.99988,  1.00
90,  1.00,  0.00,  0.00,  0.00
91, -1.00,  4.34264E-6,  5.96047E-8,  1.00
92,  1.00,  1.00,  1.00,  0.00
93, -900.00, -150.00, -19.99998,  1.40130E-45
94,  850.00,  0.00,  0.00,  2.80260E-45
95, -900.00, -150.00, -19.99998,  0.00
96,  850.00,  0.00,  0.00,  0.00
97,  0.00,  0.00,  0.00,  0.00
98,  0.00,  0.00,  0.00,  0.00
99,  0.00,  0.00,  0.00,  0.00
100,  0.00,  0.00,  0.00,  0.00
101,  0.00,  0.00,  0.00,  0.00
102,  0.00,  0.00,  0.00,  0.00
103,  0.00,  0.00,  0.00,  0.00
104,  0.00,  0.00,  0.00,  0.00
105,  0.00003,  0.99999, -0.00533,  0.00
106, -0.99999,  1.13249E-6, -0.00533,  0.00
107, -0.00533,  0.00533,  0.99997,  0.00
108,  199.00, -155.00,  137.00,  1.00
109,  1.00,  1.00,  1.00,  1.00
110,  197.15691, -119.85803,  163.51685,  43.96643
111,  0.00003, -0.99999, -0.00533,  0.00
112,  0.99999,  1.11857E-6,  0.00533,  0.00
113, -0.00533, -0.00533,  0.99997,  0.00
114,  155.72247,  199.72809, -135.10805,  1.00
115,  0.00003,  0.99999, -0.00533,  0.00
116, -0.99999,  1.13249E-6, -0.00533,  0.00
117, -0.00533,  0.00533,  0.99997,  0.00
118,  199.00, -155.00,  137.00,  1.00
119,  0.00003, -0.99999, -0.00533,  0.00
120,  0.99999,  1.11857E-6,  0.00533,  0.00
121, -0.00533, -0.00533,  0.99997,  0.00
122,  155.72247,  199.72809, -135.10805,  1.00
123,  199.00, -155.00,  137.00,  0.00
124,  1.84517,  35.14197,  26.90831,  1.00
125,  1.00,  0.00,  0.00,  0.00
126, -0.00533,  0.00533,  0.99997,  1.00
127,  1.00,  1.00,  1.00,  0.00
128, -7.62939E-6,  2.86102E-6, -0.00002,  1.40130E-45
129,  70.00001,  3.40333,  53.42667,  4.20390E-45
130, -7.62939E-6,  2.86102E-6, -0.00002,  0.00
131,  70.00001,  3.40333,  53.42667,  0.00
132,  0.00,  0.00,  0.00,  0.00
133,  0.00,  0.00,  0.00,  0.00
134,  0.00,  0.00,  0.00,  0.00
135,  0.00,  0.00,  0.00,  0.00
136,  0.00,  0.00,  0.00,  0.00
137,  0.00,  0.00,  0.00,  0.00
138,  0.00,  0.00,  0.00,  0.00
139,  0.00,  0.00,  0.00,  0.00
140,  0.00003,  0.99999, -0.00533,  0.00
141, -0.99999,  1.13249E-6, -0.00533,  0.00
142, -0.00533,  0.00533,  0.99997,  0.00
143,  199.00,  41.99998,  137.00,  1.00
144,  1.00,  1.00,  1.00,  1.00
145,  197.15691,  77.14195,  163.51685,  43.96643
146,  0.00003, -0.99999, -0.00533,  0.00
147,  0.99999,  1.11857E-6,  0.00533,  0.00
148, -0.00533, -0.00533,  0.99997,  0.00
149, -41.27469,  199.72787, -136.1586,  1.00
150,  0.00003,  0.99999, -0.00533,  0.00
151, -0.99999,  1.13249E-6, -0.00533,  0.00
152, -0.00533,  0.00533,  0.99997,  0.00
153,  199.00,  41.99998,  137.00,  1.00
154,  0.00003, -0.99999, -0.00533,  0.00
155,  0.99999,  1.11857E-6,  0.00533,  0.00
156, -0.00533, -0.00533,  0.99997,  0.00
157, -41.27469,  199.72787, -136.1586,  1.00
158,  199.00,  41.99998,  137.00,  0.00
159,  1.84517,  35.14197,  26.90831,  1.00
160,  1.00,  0.00,  0.00,  0.00
161, -0.00533,  0.00533,  0.99997,  1.00
162,  1.00,  1.00,  1.00,  0.00
163, -7.62939E-6,  2.86102E-6, -0.00002,  1.40130E-45
164,  70.00001,  3.40333,  53.42667,  5.60519E-45
165, -7.62939E-6,  2.86102E-6, -0.00002,  0.00
166,  70.00001,  3.40333,  53.42667,  0.00
167,  0.00,  0.00,  0.00,  0.00
168,  0.00,  0.00,  0.00,  0.00
169,  0.00,  0.00,  0.00,  0.00
170,  0.00,  0.00,  0.00,  0.00
171,  0.00,  0.00,  0.00,  0.00
172,  0.00,  0.00,  0.00,  0.00
173,  0.00,  0.00,  0.00,  0.00
174,  0.00,  0.00,  0.00,  0.00
175,  0.92213,  0.00,  0.00,  0.00
176,  0.00,  1.00,  0.00,  0.00
177,  0.00,  0.00,  1.00,  0.00
178,  198.00, -287.00,  0.00,  1.00
179,  1.08445,  1.00,  1.00,  1.00
180,  159.69377, -286.96988,  160.00,  159.88148
181,  1.08445,  0.00,  0.00,  0.00
182,  0.00,  1.00,  0.00,  0.00
183,  0.00,  0.00,  1.00,  0.00
184, -214.72057,  287.00,  0.00,  1.00
185,  0.92213,  0.00,  0.00,  0.00
186,  0.00,  1.00,  0.00,  0.00
187,  0.00,  0.00,  1.00,  0.00
188,  198.00, -287.00,  0.00,  1.00
189,  1.08445,  0.00,  0.00,  0.00
190,  0.00,  1.00,  0.00,  0.00
191,  0.00,  0.00,  1.00,  0.00
192, -214.72057,  287.00,  0.00,  1.00
193,  198.00, -287.00,  0.00,  0.00
194,  38.69711,  6.29465,  155.00,  1.00
195,  1.00,  0.00,  0.00,  0.00
196,  0.00,  0.00,  1.00,  1.00
197,  0.92213,  1.00,  1.00,  0.00
198, -83.50606, -6.26452,  5.00,  1.40130E-45
199,  0.42389,  6.32478,  315.00,  7.00649E-45
200, -83.50606, -6.26452,  5.00,  0.00
201,  0.42389,  6.32478,  315.00,  0.00
202,  0.00,  0.00,  0.00,  0.00
203,  0.00,  0.00,  0.00,  0.00
204,  0.00,  0.00,  0.00,  0.00
205,  0.00,  0.00,  0.00,  0.00
206,  0.00,  0.00,  0.00,  0.00
207,  0.00,  0.00,  0.00,  0.00
208,  0.00,  0.00,  0.00,  0.00
209,  0.00,  0.00,  0.00,  0.00
210, -0.79498,  0.00,  0.00,  0.00
211,  0.00,  1.00,  0.00,  0.00
212,  0.00,  0.00,  1.00,  0.00
213, -120.99999, -291.00,  0.00,  1.00
214,  1.2579,  1.00,  1.00, -1.00
215, -87.97584, -290.96988,  160.00,  158.67447
216, -1.2579,  0.00,  0.00,  0.00
217,  0.00,  1.00,  0.00,  0.00
218,  0.00,  0.00,  1.00,  0.00
219, -152.20589,  291.00,  0.00,  1.00
220, -0.79498,  0.00,  0.00,  0.00
221,  0.00,  1.00,  0.00,  0.00
222,  0.00,  0.00,  1.00,  0.00
223, -120.99999, -291.00,  0.00,  1.00
224, -1.2579,  0.00,  0.00,  0.00
225,  0.00,  1.00,  0.00,  0.00
226,  0.00,  0.00,  1.00,  0.00
227, -152.20589,  291.00,  0.00,  1.00
228, -120.99999, -291.00,  0.00,  0.00
229,  33.36114,  6.29465,  155.00,  1.00
230,  1.00,  0.00,  0.00,  0.00
231,  0.00,  0.00,  1.00,  1.00
232,  0.79498,  1.00,  1.00,  0.00
233, -83.50606, -6.26452,  5.00,  1.40130E-45
234,  0.42389,  6.32478,  315.00,  8.40779E-45
235, -83.50606, -6.26452,  5.00,  0.00
236,  0.42389,  6.32478,  315.00,  0.00
237,  0.00,  0.00,  0.00,  0.00
238,  0.00,  0.00,  0.00,  0.00
239,  0.00,  0.00,  0.00,  0.00
240,  0.00,  0.00,  0.00,  0.00
241,  0.00,  0.00,  0.00,  0.00
242,  0.00,  0.00,  0.00,  0.00
243,  0.00,  0.00,  0.00,  0.00
244,  0.00,  0.00,  0.00,  0.00
245,  1.00,  0.00,  0.00,  0.00
246,  0.00,  0.50965,  0.00,  0.00
247,  0.00,  0.00,  1.00,  0.00
248,  177.00, -298.00,  0.00,  1.00
249,  1.00,  1.96213,  1.00,  1.00
250,  135.45892, -297.98465,  160.00,  160.58966
251,  1.00,  0.00,  0.00,  0.00
252,  0.00,  1.96213,  0.00,  0.00
253,  0.00,  0.00,  1.00,  0.00
254, -177.00,  584.71509,  0.00,  1.00
255,  1.00,  0.00,  0.00,  0.00
256,  0.00,  0.50965,  0.00,  0.00
257,  0.00,  0.00,  1.00,  0.00
258,  177.00, -298.00,  0.00,  1.00
259,  1.00,  0.00,  0.00,  0.00
260,  0.00,  1.96213,  0.00,  0.00
261,  0.00,  0.00,  1.00,  0.00
262, -177.00,  584.71509,  0.00,  1.00
263,  177.00, -298.00,  0.00,  0.00
264,  41.96497,  3.20807,  155.00,  1.00
265,  1.00,  0.00,  0.00,  0.00
266,  0.00,  0.00,  1.00,  1.00
267,  1.00,  0.50965,  1.00,  0.00
268, -83.50606, -6.26452,  5.00,  1.40130E-45
269,  0.42389,  6.32478,  315.00,  9.80909E-45
270, -83.50606, -6.26452,  5.00,  0.00
271,  0.42389,  6.32478,  315.00,  0.00
272,  0.00,  0.00,  0.00,  0.00
273,  0.00,  0.00,  0.00,  0.00
274,  0.00,  0.00,  0.00,  0.00
275,  0.00,  0.00,  0.00,  0.00
276,  0.00,  0.00,  0.00,  0.00
277,  0.00,  0.00,  0.00,  0.00
278,  0.00,  0.00,  0.00,  0.00
279,  0.00,  0.00,  0.00,  0.00
280, -0.54185,  0.49111,  0.00,  0.00
281, -0.49111, -0.54185,  0.00,  0.00
282,  0.00,  0.00,  0.73129,  0.00
283,  156.00, -143.00,  42.00,  1.00
284,  1.36744,  1.36744,  1.36744,  1.00
285,  156.00, -143.00,  73.67703,  34.66091
286, -1.01321, -0.91832,  0.00,  0.00
287,  0.91832, -1.01321,  0.00,  0.00
288,  0.00,  0.00,  1.36744,  0.00
289,  289.37967, -1.63126, -57.43252,  1.00
290, -0.54185,  0.49111,  0.00,  0.00
291, -0.49111, -0.54185,  0.00,  0.00
292,  0.00,  0.00,  0.73129,  0.00
293,  156.00, -143.00,  42.00,  1.00
294, -1.01321, -0.91832,  0.00,  0.00
295,  0.91832, -1.01321,  0.00,  0.00
296,  0.00,  0.00,  1.36744,  0.00
297,  289.37967, -1.63126, -57.43252,  1.00
298,  156.00, -143.00,  42.00,  0.00
299,  19.96722,  19.96722,  31.67703,  1.00
300,  1.00,  0.00,  0.00,  0.00
301,  0.00,  0.00,  1.00,  1.00
302,  0.73129,  0.73129,  0.73129,  0.00
303, -19.33013, -19.33013,  0.00,  1.40130E-45
304,  19.33013,  19.33013,  86.63294,  1.12104E-44
305, -19.33013, -19.33013,  0.00,  0.00
306,  19.33013,  19.33013,  86.63294,  0.00
307,  0.00,  0.00,  0.00,  0.00
308,  0.00,  0.00,  0.00,  0.00
309,  0.00,  0.00,  0.00,  0.00
310,  0.00,  0.00,  0.00,  0.00
311,  0.00,  0.00,  0.00,  0.00
312,  0.00,  0.00,  0.00,  0.00
313,  0.00,  0.00,  0.00,  0.00
314,  0.00,  0.00,  0.00,  0.00
315,  1.00,  0.00,  0.00,  0.00
316,  0.00,  1.00,  0.00,  0.00
317,  0.00,  0.00,  1.00,  0.00
318,  158.99998, -247.00,  0.00,  1.00
319,  1.00,  1.00,  1.00,  1.00
320,  158.99998, -247.00,  79.05024,  80.2102
321,  1.00,  0.00,  0.00,  0.00
322,  0.00,  1.00,  0.00,  0.00
323,  0.00,  0.00,  1.00,  0.00
324, -158.99998,  247.00,  0.00,  1.00
325,  1.00,  0.00,  0.00,  0.00
326,  0.00,  1.00,  0.00,  0.00
327,  0.00,  0.00,  1.00,  0.00
328,  158.99998, -247.00,  0.00,  1.00
329,  1.00,  0.00,  0.00,  0.00
330,  0.00,  1.00,  0.00,  0.00
331,  0.00,  0.00,  1.00,  0.00
332, -158.99998,  247.00,  0.00,  1.00
333,  158.99998, -247.00,  0.00,  0.00
334,  17.64275,  17.64275,  79.05024,  1.00
335,  1.00,  0.00,  0.00,  0.00
336,  0.00,  0.00,  1.00,  1.00
337,  1.00,  1.00,  1.00,  0.00
338, -17.64275, -17.64275,  0.00,  1.40130E-45
339,  17.64275,  17.64276,  158.10048,  1.26117E-44
340, -17.64275, -17.64275,  0.00,  0.00
341,  17.64275,  17.64276,  158.10048,  0.00
342,  0.00,  0.00,  0.00,  0.00
343,  0.00,  0.00,  0.00,  0.00
344,  0.00,  0.00,  0.00,  0.00
345,  0.00,  0.00,  0.00,  0.00
346,  0.00,  0.00,  0.00,  0.00
347,  0.00,  0.00,  0.00,  0.00
348,  0.00,  0.00,  0.00,  0.00
349,  0.00,  0.00,  0.00,  0.00
350,  1.00,  0.00,  0.00,  0.00
351,  0.00,  1.00,  0.00,  0.00
352,  0.00,  0.00,  1.00,  0.00
353,  168.99998,  285.99997,  0.00,  1.00
354,  1.00,  1.00,  1.00,  1.00
355,  168.99998,  285.99997,  79.05024,  80.2102
356,  1.00,  0.00,  0.00,  0.00
357,  0.00,  1.00,  0.00,  0.00
358,  0.00,  0.00,  1.00,  0.00
359, -168.99998, -285.99997,  0.00,  1.00
360,  1.00,  0.00,  0.00,  0.00
361,  0.00,  1.00,  0.00,  0.00
362,  0.00,  0.00,  1.00,  0.00
363,  168.99998,  285.99997,  0.00,  1.00
364,  1.00,  0.00,  0.00,  0.00
365,  0.00,  1.00,  0.00,  0.00
366,  0.00,  0.00,  1.00,  0.00
367, -168.99998, -285.99997,  0.00,  1.00
368,  168.99998,  285.99997,  0.00,  0.00
369,  17.64275,  17.64275,  79.05024,  1.00
370,  1.00,  0.00,  0.00,  0.00
371,  0.00,  0.00,  1.00,  1.00
372,  1.00,  1.00,  1.00,  0.00
373, -17.64275, -17.64275,  0.00,  1.40130E-45
374,  17.64275,  17.64276,  158.10048,  1.40130E-44
375, -17.64275, -17.64275,  0.00,  0.00
376,  17.64275,  17.64276,  158.10048,  0.00
377,  0.00,  0.00,  0.00,  0.00
378,  0.00,  0.00,  0.00,  0.00
379,  0.00,  0.00,  0.00,  0.00
380,  0.00,  0.00,  0.00,  0.00
381,  0.00,  0.00,  0.00,  0.00
382,  0.00,  0.00,  0.00,  0.00
383,  0.00,  0.00,  0.00,  0.00
384,  0.00,  0.00,  0.00,  0.00
385,  1.00,  0.00,  0.00,  0.00
386,  0.00,  1.00,  0.00,  0.00
387,  0.00,  0.00,  1.00,  0.00
388, -178.00,  148.99997,  0.00,  1.00
389,  1.00,  1.00,  1.00,  1.00
390, -178.00,  148.99997,  79.05024,  80.2102
391,  1.00,  0.00,  0.00,  0.00
392,  0.00,  1.00,  0.00,  0.00
393,  0.00,  0.00,  1.00,  0.00
394,  178.00, -148.99997,  0.00,  1.00
395,  1.00,  0.00,  0.00,  0.00
396,  0.00,  1.00,  0.00,  0.00
397,  0.00,  0.00,  1.00,  0.00
398, -178.00,  148.99997,  0.00,  1.00
399,  1.00,  0.00,  0.00,  0.00
400,  0.00,  1.00,  0.00,  0.00
401,  0.00,  0.00,  1.00,  0.00
402,  178.00, -148.99997,  0.00,  1.00
403, -178.00,  148.99997,  0.00,  0.00
404,  17.64275,  17.64275,  79.05024,  1.00
405,  1.00,  0.00,  0.00,  0.00
406,  0.00,  0.00,  1.00,  1.00
407,  1.00,  1.00,  1.00,  0.00
408, -17.64275, -17.64275,  0.00,  1.40130E-45
409,  17.64275,  17.64276,  158.10048,  1.54143E-44
410, -17.64275, -17.64275,  0.00,  0.00
411,  17.64275,  17.64276,  158.10048,  0.00
412,  0.00,  0.00,  0.00,  0.00
413,  0.00,  0.00,  0.00,  0.00
414,  0.00,  0.00,  0.00,  0.00
415,  0.00,  0.00,  0.00,  0.00
416,  0.00,  0.00,  0.00,  0.00
417,  0.00,  0.00,  0.00,  0.00
418,  0.00,  0.00,  0.00,  0.00
419,  0.00,  0.00,  0.00,  0.00
420, -7.15256E-7,  1.50,  0.00,  0.00
421, -2.1749, -1.03707E-6,  0.00,  0.00
422,  0.00,  0.00,  1.50,  0.00
423, -190.00, -4.00,  90.00,  1.00
424,  0.66667,  0.45979,  0.66667,  1.00
425, -186.41409, -4.00,  136.40192,  91.13485
426, -3.17892E-7, -0.45979,  0.00,  0.00
427,  0.66667, -2.19245E-7,  0.00,  0.00
428,  0.00,  0.00,  0.66667,  0.00
429,  2.66661, -87.36028, -60.00,  1.00
430, -7.15256E-7,  1.50,  0.00,  0.00
431, -2.1749, -1.03707E-6,  0.00,  0.00
432,  0.00,  0.00,  1.50,  0.00
433, -190.00, -4.00,  90.00,  1.00
434, -3.17892E-7, -0.45979,  0.00,  0.00
435,  0.66667, -2.19245E-7,  0.00,  0.00
436,  0.00,  0.00,  0.66667,  0.00
437,  2.66661, -87.36028, -60.00,  1.00
438, -190.00, -4.00,  90.00,  0.00
439,  3.58044,  78.38145,  46.35828,  1.00
440,  1.00,  0.00,  0.00,  0.00
441,  0.00,  0.00,  1.00,  1.00
442,  1.50,  2.1749,  1.50,  0.00
443, -52.2543, -3.295,  0.02909,  1.40130E-45
444,  52.2543, -0.00253,  61.84013,  1.68156E-44
445, -52.2543, -3.295,  0.02909,  0.00
446,  52.2543, -0.00253,  61.84013,  0.00
447,  0.00,  0.00,  0.00,  0.00
448,  0.00,  0.00,  0.00,  0.00
449,  0.00,  0.00,  0.00,  0.00
450,  0.00,  0.00,  0.00,  0.00
451,  0.00,  0.00,  0.00,  0.00
452,  0.00,  0.00,  0.00,  0.00
453,  0.00,  0.00,  0.00,  0.00
454,  0.00,  0.00,  0.00,  0.00
455,  0.72131,  0.00,  0.00,  0.00
456,  0.00,  0.72131,  0.00,  0.00
457,  0.00,  0.00,  0.72131,  0.00
458,  168.00,  125.00,  42.00001,  1.00
459,  1.38637,  1.38637,  1.38637,  1.00
460,  167.9958,  125.00,  66.1085,  25.96804
461,  1.38637,  0.00,  0.00,  0.00
462,  0.00,  1.38637,  0.00,  0.00
463,  0.00,  0.00,  1.38637,  0.00
464, -232.9097, -173.2959, -58.22743,  1.00
465,  0.72131,  0.00,  0.00,  0.00
466,  0.00,  0.72131,  0.00,  0.00
467,  0.00,  0.00,  0.72131,  0.00
468,  168.00,  125.00,  42.00001,  1.00
469,  1.38637,  0.00,  0.00,  0.00
470,  0.00,  1.38637,  0.00,  0.00
471,  0.00,  0.00,  1.38637,  0.00
472, -232.9097, -173.2959, -58.22743,  1.00
473,  168.00,  125.00,  42.00001,  0.00
474,  12.72589,  12.72589,  24.10848,  1.00
475,  1.00,  0.00,  0.00,  0.00
476,  0.00,  0.00,  1.00,  1.00
477,  0.72131,  0.72131,  0.72131,  0.00
478, -17.64856, -17.64275,  0.00,  1.40130E-45
479,  17.63694,  17.64276,  66.84642,  1.82169E-44
480, -17.64856, -17.64275,  0.00,  0.00
481,  17.63694,  17.64276,  66.84642,  0.00
482,  0.00,  0.00,  0.00,  0.00
483,  0.00,  0.00,  0.00,  0.00
484,  0.00,  0.00,  0.00,  0.00
485,  0.00,  0.00,  0.00,  0.00
486,  0.00,  0.00,  0.00,  0.00
487,  0.00,  0.00,  0.00,  0.00
488,  0.00,  0.00,  0.00,  0.00
489,  0.00,  0.00,  0.00,  0.00
490, -1.00,  7.15256E-7,  0.00,  0.00
491, -7.15256E-7, -1.00,  0.00,  0.00
492,  0.00,  0.00,  1.00,  0.00
493,  549.99994, -481.00,  0.00,  1.00
494,  1.00,  1.00,  1.00,  1.00
495,  488.22012, -484.99997,  36.76099,  93.08203
496, -1.00, -7.15256E-7,  0.00,  0.00
497,  7.15256E-7, -1.00,  0.00,  0.00
498,  0.00,  0.00,  1.00,  0.00
499,  550.00031, -480.9996,  0.00,  1.00
500, -1.00,  7.15256E-7,  0.00,  0.00
501, -7.15256E-7, -1.00,  0.00,  0.00
502,  0.00,  0.00,  1.00,  0.00
503,  549.99994, -481.00,  0.00,  1.00
504, -1.00, -7.15256E-7,  0.00,  0.00
505,  7.15256E-7, -1.00,  0.00,  0.00
506,  0.00,  0.00,  1.00,  0.00
507,  550.00031, -480.9996,  0.00,  1.00
508,  549.99994, -481.00,  0.00,  0.00
509,  68.22018,  3.98263,  63.20135,  1.00
510,  1.00,  0.00,  0.00,  0.00
511,  0.00,  0.00,  1.00,  1.00
512,  1.00,  1.00,  1.00,  0.00
513, -6.44036,  0.01742, -26.44036,  1.40130E-45
514,  130.00,  7.98258,  99.96234,  1.96182E-44
515, -6.44036,  0.01742, -26.44036,  0.00
516,  130.00,  7.98258,  99.96234,  0.00
517,  0.00,  0.00,  0.00,  0.00
518,  0.00,  0.00,  0.00,  0.00
519,  0.00,  0.00,  0.00,  0.00
520,  0.00,  0.00,  0.00,  0.00
521,  0.00,  0.00,  0.00,  0.00
522,  0.00,  0.00,  0.00,  0.00
523,  0.00,  0.00,  0.00,  0.00
524,  0.00,  0.00,  0.00,  0.00
525,  65.75,  0.00,  0.00,  0.00
526,  0.00,  65.74966, -0.21229,  0.00
527,  0.00,  0.21229,  65.74966,  0.00
528, -13994.99805, -76074.14844, -44803.29688,  1.00
529,  0.01521,  0.01521,  0.01521,  1.00
530, -13995.00586, -53017.94531, -12002.57031,  142595.96875
531,  0.01521,  0.00,  0.00,  0.00
532,  0.00,  0.01521,  0.00005,  0.00
533,  0.00, -0.00005,  0.01521,  0.00
534,  212.85168,  1154.81494,  685.15112,  1.00
535,  65.75,  0.00,  0.00,  0.00
536,  0.00,  65.74966, -0.21229,  0.00
537,  0.00,  0.21229,  65.74966,  0.00
538, -13994.99805, -76074.14844, -44803.29688,  1.00
539,  0.01521,  0.00,  0.00,  0.00
540,  0.00,  0.01521,  0.00005,  0.00
541,  0.00, -0.00005,  0.01521,  0.00
542,  212.85168,  1154.81494,  685.15112,  1.00
543, -13994.99805, -76074.14844, -44803.29688,  0.00
544,  123587.36719,  23167.44727,  67401.75,  1.00
545,  1.00,  0.00,  0.00,  0.00
546,  0.00,  0.00323,  0.99999,  1.00
547,  65.75,  65.75,  65.75,  0.00
548, -1879.65588, -0.00003, -524.00,  1.40130E-45
549,  1879.65564,  698.10437,  1524.00,  2.10195E-44
550, -1879.65588, -0.00003, -524.00,  0.00
551,  1879.65564,  698.10437,  1524.00,  0.00
552,  0.00,  0.00,  0.00,  0.00
553,  0.00,  0.00,  0.00,  0.00
554,  0.00,  0.00,  0.00,  0.00
555,  0.00,  0.00,  0.00,  0.00
556,  0.00,  0.00,  0.00,  0.00
557,  0.00,  0.00,  0.00,  0.00
558,  0.00,  0.00,  0.00,  0.00
559,  0.00,  0.00,  0.00,  0.00
560,  1.00,  0.00,  0.00,  0.00
561,  0.00,  1.00,  0.00,  0.00
562,  0.00,  0.00,  1.00,  0.00
563,  0.00,  0.00,  0.00,  1.00
564,  1.00,  1.00,  1.00,  1.00
565,  199.75,  50.25,  160.00,  384.61035
566,  1.00,  0.00,  0.00,  0.00
567,  0.00,  1.00,  0.00,  0.00
568,  0.00,  0.00,  1.00,  0.00
569,  0.00,  0.00,  0.00,  1.00
570,  1.00,  0.00,  0.00,  0.00
571,  0.00,  1.00,  0.00,  0.00
572,  0.00,  0.00,  1.00,  0.00
573,  0.00,  0.00,  0.00,  1.00
574,  1.00,  0.00,  0.00,  0.00
575,  0.00,  1.00,  0.00,  0.00
576,  0.00,  0.00,  1.00,  0.00
577,  0.00,  0.00,  0.00,  1.00
578,  0.00,  0.00,  0.00,  0.00
579,  0.25001,  349.75,  160.00,  1.00
580,  1.00,  0.00,  0.00,  0.00
581,  0.00,  0.00,  1.00,  1.00
582,  1.00,  1.00,  1.00,  0.00
583,  199.50, -299.50,  0.00,  1.40130E-45
584,  200.00,  400.00,  320.00,  2.24208E-44
585,  199.50, -299.50,  0.00,  0.00
586,  200.00,  400.00,  320.00,  0.00
587,  0.00,  0.00,  0.00,  0.00
